"ground_truth_output","num_queries","original_output","original_score","original_text","perturbed_output","perturbed_score","perturbed_text","result_type"
1.0,1.0,1.0,0.023544371128082275,"[[[[Question]]]]: Who did Tesla refuse to see following the accident?>>>>[[[[Sentence]]]]: Tesla didn't raise any question as to who was at fault and refused medical aid, only asking to be taken to his hotel via cab.",1.0,0.023544371128082275,"[[[[Question]]]]: Who did Tesla refuse to see following the accident?>>>>[[[[Sentence]]]]: Tesla didn't raise any question as to who was at fault and refused medical aid, only asking to be taken to his hotel via cab.","Failed"
1.0,1.0,1.0,0.002931654453277588,"[[[[Question]]]]: What is Kenya a founding member of?>>>>[[[[Sentence]]]]: Its capital and largest city is Nairobi.",1.0,0.002931654453277588,"[[[[Question]]]]: What is Kenya a founding member of?>>>>[[[[Sentence]]]]: Its capital and largest city is Nairobi.","Failed"
1.0,1.0,1.0,0.0020505785942077637,"[[[[Question]]]]: What did he believe the ether did?>>>>[[[[Sentence]]]]: Tesla exhibited a pre-atomic understanding of physics in his writings; he disagreed with the theory of atoms being composed of smaller subatomic particles, stating there was no such thing as an electron creating an electric charge (he believed that if electrons existed at all, they were some fourth state of matter or ""sub-atom"" that could only exist in an experimental vacuum and that they had nothing to do with electricity).:249 Tesla believed that atoms are immutable—they could not change state or be split in any way.",1.0,0.0020505785942077637,"[[[[Question]]]]: What did he believe the ether did?>>>>[[[[Sentence]]]]: Tesla exhibited a pre-atomic understanding of physics in his writings; he disagreed with the theory of atoms being composed of smaller subatomic particles, stating there was no such thing as an electron creating an electric charge (he believed that if electrons existed at all, they were some fourth state of matter or ""sub-atom"" that could only exist in an experimental vacuum and that they had nothing to do with electricity).:249 Tesla believed that atoms are immutable—they could not change state or be split in any way.","Failed"
1.0,1.0,1.0,0.002268075942993164,"[[[[Question]]]]: The loss of biodiversity may be the result of what, according to environmentalists?>>>>[[[[Sentence]]]]: Amazonian evergreen forests account for about 10% of the world's terrestrial primary productivity and 10% of the carbon stores in ecosystems—of the order of 1.1 × 1011 metric tonnes of carbon.",1.0,0.002268075942993164,"[[[[Question]]]]: The loss of biodiversity may be the result of what, according to environmentalists?>>>>[[[[Sentence]]]]: Amazonian evergreen forests account for about 10% of the world's terrestrial primary productivity and 10% of the carbon stores in ecosystems—of the order of 1.1 × 1011 metric tonnes of carbon.","Failed"
0.0,1.0,0.0,0.0013080239295959473,"[[[[Question]]]]: What British mathematician took pride in doing work that he felt had no military benefit?>>>>[[[[Sentence]]]]: In particular, number theorists such as British mathematician G. H. Hardy prided themselves on doing work that had absolutely no military significance.",0.0,0.0013080239295959473,"[[[[Question]]]]: What British mathematician took pride in doing work that he felt had no military benefit?>>>>[[[[Sentence]]]]: In particular, number theorists such as British mathematician G. H. Hardy prided themselves on doing work that had absolutely no military significance.","Failed"
0.0,1.0,0.0,0.006839632987976074,"[[[[Question]]]]: What team did the Panthers defeat?>>>>[[[[Sentence]]]]: They defeated the Arizona Cardinals 49–15 in the NFC Championship Game and advanced to their second Super Bowl appearance since the franchise was founded in 1995.",0.0,0.006839632987976074,"[[[[Question]]]]: What team did the Panthers defeat?>>>>[[[[Sentence]]]]: They defeated the Arizona Cardinals 49–15 in the NFC Championship Game and advanced to their second Super Bowl appearance since the franchise was founded in 1995.","Failed"
1.0,1.0,1.0,0.0010393857955932617,"[[[[Question]]]]: How many days after Gagarin's flight did the US House Committee on Science and Astronautics meet?>>>>[[[[Sentence]]]]: On April 12, 1961, Soviet cosmonaut Yuri Gagarin became the first person to fly in space, reinforcing American fears about being left behind in a technological competition with the Soviet Union.",1.0,0.0010393857955932617,"[[[[Question]]]]: How many days after Gagarin's flight did the US House Committee on Science and Astronautics meet?>>>>[[[[Sentence]]]]: On April 12, 1961, Soviet cosmonaut Yuri Gagarin became the first person to fly in space, reinforcing American fears about being left behind in a technological competition with the Soviet Union.","Failed"
1.0,1.0,1.0,0.0014870762825012207,"[[[[Question]]]]: What are the stages in a compound engine called?>>>>[[[[Sentence]]]]: Near the end of the 19th century compound engines came into widespread use.",1.0,0.0014870762825012207,"[[[[Question]]]]: What are the stages in a compound engine called?>>>>[[[[Sentence]]]]: Near the end of the 19th century compound engines came into widespread use.","Failed"
0.0,1.0,0.0,0.4295122027397156,"[[[[Question]]]]: Which two Mongol leaders added Persia to the Mongol Empire?>>>>[[[[Sentence]]]]: The famous cavalry expedition led by Subutai and Jebe, in which they encircled the entire Caspian Sea defeating all armies in their path, remains unparalleled to this day, and word of the Mongol triumphs began to trickle to other nations, particularly Europe.",0.0,0.4295122027397156,"[[[[Question]]]]: Which two Mongol leaders added Persia to the Mongol Empire?>>>>[[[[Sentence]]]]: The famous cavalry expedition led by Subutai and Jebe, in which they encircled the entire Caspian Sea defeating all armies in their path, remains unparalleled to this day, and word of the Mongol triumphs began to trickle to other nations, particularly Europe.","Failed"
1.0,1.0,1.0,0.007008671760559082,"[[[[Question]]]]: What team did the Panthers defeat?>>>>[[[[Sentence]]]]: The Broncos finished the regular season with a 12–4 record, and denied the New England Patriots a chance to defend their title from Super Bowl XLIX by defeating them 20–18 in the AFC Championship Game.",1.0,0.007008671760559082,"[[[[Question]]]]: What team did the Panthers defeat?>>>>[[[[Sentence]]]]: The Broncos finished the regular season with a 12–4 record, and denied the New England Patriots a chance to defend their title from Super Bowl XLIX by defeating them 20–18 in the AFC Championship Game.","Failed"
1.0,1.0,1.0,0.2561711072921753,"[[[[Question]]]]: What direction do ctenophore swim?>>>>[[[[Sentence]]]]: These normally beat so that the propulsion stroke is away from the mouth, although they can also reverse direction.",1.0,0.2561711072921753,"[[[[Question]]]]: What direction do ctenophore swim?>>>>[[[[Sentence]]]]: These normally beat so that the propulsion stroke is away from the mouth, although they can also reverse direction.","Failed"
0.0,1.0,0.0,0.47908687591552734,"[[[[Question]]]]: What type of civil disobedience is larger scale?>>>>[[[[Sentence]]]]: Revolutionary civil disobedience is more of an active attempt to overthrow a government (or to change cultural traditions, social customs, religious beliefs, etc...revolution doesn't have to be political, i.e. ""cultural revolution"", it simply implies sweeping and widespread change to a section of the social fabric).",0.0,0.47908687591552734,"[[[[Question]]]]: What type of civil disobedience is larger scale?>>>>[[[[Sentence]]]]: Revolutionary civil disobedience is more of an active attempt to overthrow a government (or to change cultural traditions, social customs, religious beliefs, etc...revolution doesn't have to be political, i.e. ""cultural revolution"", it simply implies sweeping and widespread change to a section of the social fabric).","Failed"
0.0,1.0,0.0,0.002109706401824951,"[[[[Question]]]]: On an international level, which industry's competitive positions is affected?>>>>[[[[Sentence]]]]: On an international level, the price increases changed competitive positions in many industries, such as automobiles.",0.0,0.002109706401824951,"[[[[Question]]]]: On an international level, which industry's competitive positions is affected?>>>>[[[[Sentence]]]]: On an international level, the price increases changed competitive positions in many industries, such as automobiles.","Failed"
1.0,1.0,1.0,0.04144984483718872,"[[[[Question]]]]: What is the name of the Pulitzer Prize novelist who was also a university alumni?>>>>[[[[Sentence]]]]: In literature, author of the New York Times bestseller",1.0,0.04144984483718872,"[[[[Question]]]]: What is the name of the Pulitzer Prize novelist who was also a university alumni?>>>>[[[[Sentence]]]]: In literature, author of the New York Times bestseller","Failed"
0.0,1.0,0.0,0.006015002727508545,"[[[[Question]]]]: Who may seek changes or exemptions in the law that governs the land where the building will be built?>>>>[[[[Sentence]]]]: An attorney may seek changes or exemptions in the law that governs the land where the building will be built, either by arguing that a rule is inapplicable (the bridge design will not cause a collapse), or that the custom is no longer needed (acceptance of live-work spaces has grown in the community).",0.0,0.006015002727508545,"[[[[Question]]]]: Who may seek changes or exemptions in the law that governs the land where the building will be built?>>>>[[[[Sentence]]]]: An attorney may seek changes or exemptions in the law that governs the land where the building will be built, either by arguing that a rule is inapplicable (the bridge design will not cause a collapse), or that the custom is no longer needed (acceptance of live-work spaces has grown in the community).","Failed"
0.0,1.0,0.0,0.0035701394081115723,"[[[[Question]]]]: What type of compounds such as acetone,contain oxygen?>>>>[[[[Sentence]]]]: There are many important organic solvents that contain oxygen, including: acetone, methanol, ethanol, isopropanol, furan, THF, diethyl ether, dioxane, ethyl acetate, DMF, DMSO, acetic acid, and formic acid.",0.0,0.0035701394081115723,"[[[[Question]]]]: What type of compounds such as acetone,contain oxygen?>>>>[[[[Sentence]]]]: There are many important organic solvents that contain oxygen, including: acetone, methanol, ethanol, isopropanol, furan, THF, diethyl ether, dioxane, ethyl acetate, DMF, DMSO, acetic acid, and formic acid.","Failed"
0.0,1.0,0.0,0.00773996114730835,"[[[[Question]]]]: What must the integer m be less than or equal to when performing trial division?>>>>[[[[Sentence]]]]: This routine consists of dividing n by each integer m that is greater than 1 and less than or equal to the square root of n.",0.0,0.00773996114730835,"[[[[Question]]]]: What must the integer m be less than or equal to when performing trial division?>>>>[[[[Sentence]]]]: This routine consists of dividing n by each integer m that is greater than 1 and less than or equal to the square root of n.","Failed"
0.0,1.0,0.0,0.07110977172851562,"[[[[Question]]]]: How did Tesla attend the university?>>>>[[[[Sentence]]]]: Tesla did, however, attend lectures at the university, although, as an auditor, he did not receive grades for the courses.",0.0,0.07110977172851562,"[[[[Question]]]]: How did Tesla attend the university?>>>>[[[[Sentence]]]]: Tesla did, however, attend lectures at the university, although, as an auditor, he did not receive grades for the courses.","Failed"
1.0,1.0,1.0,0.0007949471473693848,"[[[[Question]]]]: Who was imprisoned in Newcastle by the Scots in 1646 through 1647?>>>>[[[[Sentence]]]]: In 1644 the Scots then captured the reinforced fortification on the Lawe in South Shields following a siege.",1.0,0.0007949471473693848,"[[[[Question]]]]: Who was imprisoned in Newcastle by the Scots in 1646 through 1647?>>>>[[[[Sentence]]]]: In 1644 the Scots then captured the reinforced fortification on the Lawe in South Shields following a siege.","Failed"
1.0,1.0,1.0,0.008796930313110352,"[[[[Question]]]]: What denomination is associated with Saint Kentigern College?>>>>[[[[Sentence]]]]: There are three private schools (including the secondary school, St Dominic's College) operated by the Catholic schismatic group, the Society of St Pius X in Wanganui.",1.0,0.008796930313110352,"[[[[Question]]]]: What denomination is associated with Saint Kentigern College?>>>>[[[[Sentence]]]]: There are three private schools (including the secondary school, St Dominic's College) operated by the Catholic schismatic group, the Society of St Pius X in Wanganui.","Failed"
1.0,1.0,1.0,0.001278221607208252,"[[[[Question]]]]: What was the average cost of a 30-second commercial?>>>>[[[[Sentence]]]]: It was the third-most watched U.S. broadcast ever.",1.0,0.001278221607208252,"[[[[Question]]]]: What was the average cost of a 30-second commercial?>>>>[[[[Sentence]]]]: It was the third-most watched U.S. broadcast ever.","Failed"
1.0,1.0,1.0,0.05320471525192261,"[[[[Question]]]]: Boycotting, refusing to pay taxes, sit ins, and draft dodging all make what harder?>>>>[[[[Sentence]]]]: Brownlee notes that ""although civil disobedients are constrained in their use of coercion by their conscientious aim to engage in moral dialogue, nevertheless they may find it necessary to employ limited coercion in order to get their issue onto the table.""",1.0,0.05320471525192261,"[[[[Question]]]]: Boycotting, refusing to pay taxes, sit ins, and draft dodging all make what harder?>>>>[[[[Sentence]]]]: Brownlee notes that ""although civil disobedients are constrained in their use of coercion by their conscientious aim to engage in moral dialogue, nevertheless they may find it necessary to employ limited coercion in order to get their issue onto the table.""","Failed"
1.0,1.0,1.0,0.0009834766387939453,"[[[[Question]]]]: How many metric tons of carbon are believed to be stored in the Amazon forest?>>>>[[[[Sentence]]]]: Environmentalists are concerned about loss of biodiversity that will result from destruction of the forest, and also about the release of the carbon contained within the vegetation, which could accelerate global warming.",1.0,0.0009834766387939453,"[[[[Question]]]]: How many metric tons of carbon are believed to be stored in the Amazon forest?>>>>[[[[Sentence]]]]: Environmentalists are concerned about loss of biodiversity that will result from destruction of the forest, and also about the release of the carbon contained within the vegetation, which could accelerate global warming.","Failed"
0.0,1.0,0.0,0.001717209815979004,"[[[[Question]]]]: In June 1884, where did Tesla relocate?>>>>[[[[Sentence]]]]: In June 1884, he relocated to New York City:57–60 where he was hired by Thomas Edison to work at his Edison Machine Works on Manhattan's lower east side.",0.0,0.001717209815979004,"[[[[Question]]]]: In June 1884, where did Tesla relocate?>>>>[[[[Sentence]]]]: In June 1884, he relocated to New York City:57–60 where he was hired by Thomas Edison to work at his Edison Machine Works on Manhattan's lower east side.","Failed"
0.0,1.0,0.0,0.002326667308807373,"[[[[Question]]]]: What two talk shows are currently featured during daytime programming on ABC?>>>>[[[[Sentence]]]]: Daytime programming is also provided from 11:00 a.m. to 3:00 p.m. weekdays (with a one-hour break at 12:00 p.m. Eastern/Pacific for stations to air newscasts, other locally produced programming such as talk shows, or syndicated programs) featuring the talk/lifestyle shows The View and The Chew and the soap opera General Hospital.",0.0,0.002326667308807373,"[[[[Question]]]]: What two talk shows are currently featured during daytime programming on ABC?>>>>[[[[Sentence]]]]: Daytime programming is also provided from 11:00 a.m. to 3:00 p.m. weekdays (with a one-hour break at 12:00 p.m. Eastern/Pacific for stations to air newscasts, other locally produced programming such as talk shows, or syndicated programs) featuring the talk/lifestyle shows The View and The Chew and the soap opera General Hospital.","Failed"
0.0,1.0,0.0,0.001662611961364746,"[[[[Question]]]]: Who was the first American to win the Nobel Memorial Prize in Economic Sciences?>>>>[[[[Sentence]]]]: In economics, notable Nobel Memorial Prize in Economic Sciences winners Milton Friedman, a major advisor to Republican U.S. President Ronald Reagan and Conservative British Prime Minister Margaret Thatcher, George Stigler, Nobel laureate and proponent of regulatory capture theory, Gary Becker, an important contributor to the family economics branch of economics, Herbert A. Simon, responsible for the modern interpretation of the concept of organizational decision-making, Paul Samuelson, the first American to win the Nobel Memorial Prize in Economic Sciences, and Eugene Fama, known for his work on portfolio theory, asset pricing and stock market behaviour, are all graduates.",0.0,0.001662611961364746,"[[[[Question]]]]: Who was the first American to win the Nobel Memorial Prize in Economic Sciences?>>>>[[[[Sentence]]]]: In economics, notable Nobel Memorial Prize in Economic Sciences winners Milton Friedman, a major advisor to Republican U.S. President Ronald Reagan and Conservative British Prime Minister Margaret Thatcher, George Stigler, Nobel laureate and proponent of regulatory capture theory, Gary Becker, an important contributor to the family economics branch of economics, Herbert A. Simon, responsible for the modern interpretation of the concept of organizational decision-making, Paul Samuelson, the first American to win the Nobel Memorial Prize in Economic Sciences, and Eugene Fama, known for his work on portfolio theory, asset pricing and stock market behaviour, are all graduates.","Failed"
0.0,1.0,0.0,0.0021744370460510254,"[[[[Question]]]]: Whose tune did Luther adapt for the hymn of Psalm 67?>>>>[[[[Sentence]]]]: Luther adopted a preexisting Johann Walter tune associated with a hymnic setting of Psalm 67's prayer for grace; Wolf Heintz's four-part setting of the hymn was used to introduce the Lutheran Reformation in Halle in 1541.",0.0,0.0021744370460510254,"[[[[Question]]]]: Whose tune did Luther adapt for the hymn of Psalm 67?>>>>[[[[Sentence]]]]: Luther adopted a preexisting Johann Walter tune associated with a hymnic setting of Psalm 67's prayer for grace; Wolf Heintz's four-part setting of the hymn was used to introduce the Lutheran Reformation in Halle in 1541.","Failed"
1.0,1.0,0.0,0.7477585673332214,"[[[[Question]]]]: Which country did Rewe-Zentrale AG wish to import from?>>>>[[[[Sentence]]]]: In the most famous case Rewe-Zentral AG v Bundesmonopol für Branntwein, the Court of Justice found that a German law requiring all spirits and liqueurs (not just imported ones) to have a minimum alcohol content of 25 per cent was contrary to TFEU article 34, because it had a greater negative effect on imports.",0.0,0.7477585673332214,"[[[[Question]]]]: Which country did Rewe-Zentrale AG wish to import from?>>>>[[[[Sentence]]]]: In the most famous case Rewe-Zentral AG v Bundesmonopol für Branntwein, the Court of Justice found that a German law requiring all spirits and liqueurs (not just imported ones) to have a minimum alcohol content of 25 per cent was contrary to TFEU article 34, because it had a greater negative effect on imports.","Skipped"
1.0,1.0,1.0,0.001389145851135254,"[[[[Question]]]]: Where is Genghis Khan's presumed to have been delivered?>>>>[[[[Sentence]]]]: Years before his death, Genghis Khan asked to be buried without markings, according to the customs of his tribe.",1.0,0.001389145851135254,"[[[[Question]]]]: Where is Genghis Khan's presumed to have been delivered?>>>>[[[[Sentence]]]]: Years before his death, Genghis Khan asked to be buried without markings, according to the customs of his tribe.","Failed"
1.0,1.0,1.0,0.00183790922164917,"[[[[Question]]]]: What are phytoplankton?>>>>[[[[Sentence]]]]: One ctenophore, Mnemiopsis, has accidentally been introduced into the Black Sea, where it is blamed for causing fish stocks to collapse by eating both fish larvae and organisms that would otherwise have fed the fish.",1.0,0.00183790922164917,"[[[[Question]]]]: What are phytoplankton?>>>>[[[[Sentence]]]]: One ctenophore, Mnemiopsis, has accidentally been introduced into the Black Sea, where it is blamed for causing fish stocks to collapse by eating both fish larvae and organisms that would otherwise have fed the fish.","Failed"
0.0,1.0,0.0,0.30058491230010986,"[[[[Question]]]]: Where can one find the formerly Huguenot farms in South Africa?>>>>[[[[Sentence]]]]: Many of the farms in the Western Cape province in South Africa still bear French names.",0.0,0.30058491230010986,"[[[[Question]]]]: Where can one find the formerly Huguenot farms in South Africa?>>>>[[[[Sentence]]]]: Many of the farms in the Western Cape province in South Africa still bear French names.","Failed"
1.0,1.0,1.0,0.012039482593536377,"[[[[Question]]]]: Of what form do Mersenne primes take?>>>>[[[[Sentence]]]]: They are called Mersenne primes in his honor.",1.0,0.012039482593536377,"[[[[Question]]]]: Of what form do Mersenne primes take?>>>>[[[[Sentence]]]]: They are called Mersenne primes in his honor.","Failed"
1.0,1.0,1.0,0.003312408924102783,"[[[[Question]]]]: What was Temüjin' sister's name?>>>>[[[[Sentence]]]]: His father arranged a marriage for him, and at nine years of age he was delivered by his father to the family of his future wife Börte, who was a member of the tribe Khongirad.",1.0,0.003312408924102783,"[[[[Question]]]]: What was Temüjin' sister's name?>>>>[[[[Sentence]]]]: His father arranged a marriage for him, and at nine years of age he was delivered by his father to the family of his future wife Börte, who was a member of the tribe Khongirad.","Failed"
0.0,1.0,0.0,0.061344146728515625,"[[[[Question]]]]: What legitimate dynasty came before the Yuan?>>>>[[[[Sentence]]]]: In traditional historiography of China, on the other hand, the Yuan dynasty is usually considered to be the legitimate dynasty between the Song dynasty and the Ming dynasty.",0.0,0.061344146728515625,"[[[[Question]]]]: What legitimate dynasty came before the Yuan?>>>>[[[[Sentence]]]]: In traditional historiography of China, on the other hand, the Yuan dynasty is usually considered to be the legitimate dynasty between the Song dynasty and the Ming dynasty.","Failed"
1.0,1.0,1.0,0.0009795427322387695,"[[[[Question]]]]: What year did Robert J. Shiller win an Economics Nobel prize?>>>>[[[[Sentence]]]]: High and persistent unemployment, in which inequality increases, has a negative effect on subsequent long-run economic growth.",1.0,0.0009795427322387695,"[[[[Question]]]]: What year did Robert J. Shiller win an Economics Nobel prize?>>>>[[[[Sentence]]]]: High and persistent unemployment, in which inequality increases, has a negative effect on subsequent long-run economic growth.","Failed"
0.0,1.0,0.0,0.002108752727508545,"[[[[Question]]]]: Why did OPEC raise the price of oil to $5.11?>>>>[[[[Sentence]]]]: In response to American aid to Israel, on October 16, 1973, OPEC raised the posted price of oil by 70%, to $5.11 a barrel.",0.0,0.002108752727508545,"[[[[Question]]]]: Why did OPEC raise the price of oil to $5.11?>>>>[[[[Sentence]]]]: In response to American aid to Israel, on October 16, 1973, OPEC raised the posted price of oil by 70%, to $5.11 a barrel.","Failed"
0.0,1.0,0.0,0.003292083740234375,"[[[[Question]]]]: What department in the U.S. spearheaded the efforts against Islamism?>>>>[[[[Sentence]]]]: These efforts were centred in the U.S. around public diplomacy programmes conducted by the State Department.",0.0,0.003292083740234375,"[[[[Question]]]]: What department in the U.S. spearheaded the efforts against Islamism?>>>>[[[[Sentence]]]]: These efforts were centred in the U.S. around public diplomacy programmes conducted by the State Department.","Failed"
1.0,1.0,1.0,0.058174192905426025,"[[[[Question]]]]: What applies to equally to constant velocity motion as it does to rest.>>>>[[[[Sentence]]]]: It is the inertia of the ball associated with its constant velocity in the direction of the vehicle's motion that ensures the ball continues to move forward even as it is thrown up and falls back down.",1.0,0.058174192905426025,"[[[[Question]]]]: What applies to equally to constant velocity motion as it does to rest.>>>>[[[[Sentence]]]]: It is the inertia of the ball associated with its constant velocity in the direction of the vehicle's motion that ensures the ball continues to move forward even as it is thrown up and falls back down.","Failed"
1.0,1.0,1.0,0.0008473396301269531,"[[[[Question]]]]: What was the total number of homes Sky announced that had Sky+HD in March of 2012?>>>>[[[[Sentence]]]]: On Thursday 18 May 2006, and continuing through the weekend before launch, people were reporting that BSkyB had either cancelled or rescheduled its installation.",1.0,0.0008473396301269531,"[[[[Question]]]]: What was the total number of homes Sky announced that had Sky+HD in March of 2012?>>>>[[[[Sentence]]]]: On Thursday 18 May 2006, and continuing through the weekend before launch, people were reporting that BSkyB had either cancelled or rescheduled its installation.","Failed"
0.0,1.0,0.0,0.00204622745513916,"[[[[Question]]]]: Which part of London was Sir Paul Pindar's house, whose façade now resides in the V&A collection, located?>>>>[[[[Sentence]]]]: As well as period rooms, the collection includes parts of buildings, for example the two top stories of the facade of Sir Paul Pindar's house dated c1600 from Bishopsgate with elaborately carved wood work and leaded windows, a rare survivor of the Great Fire of London, there is a brick portal from a London house of the English Restoration period and a fireplace from the gallery of Northumberland house.",0.0,0.00204622745513916,"[[[[Question]]]]: Which part of London was Sir Paul Pindar's house, whose façade now resides in the V&A collection, located?>>>>[[[[Sentence]]]]: As well as period rooms, the collection includes parts of buildings, for example the two top stories of the facade of Sir Paul Pindar's house dated c1600 from Bishopsgate with elaborately carved wood work and leaded windows, a rare survivor of the Great Fire of London, there is a brick portal from a London house of the English Restoration period and a fireplace from the gallery of Northumberland house.","Failed"
0.0,1.0,0.0,0.003673851490020752,"[[[[Question]]]]: When was liquid oxygen developed for commercial use?>>>>[[[[Sentence]]]]: The first commercially viable process for producing liquid oxygen was independently developed in 1895 by German engineer Carl von Linde and British engineer William Hampson.",0.0,0.003673851490020752,"[[[[Question]]]]: When was liquid oxygen developed for commercial use?>>>>[[[[Sentence]]]]: The first commercially viable process for producing liquid oxygen was independently developed in 1895 by German engineer Carl von Linde and British engineer William Hampson.","Failed"
