"ground_truth_output","num_queries","original_output","original_score","original_text","perturbed_output","perturbed_score","perturbed_text","result_type"
0.0,1.0,0.0,0.005580723285675049,"Long, boring, blasphemous. Never have I been so glad to see ending credits roll.",0.0,0.005580723285675049,"Long, boring, blasphemous. Never have I been so glad to see ending credits roll.","Failed"
1.0,1.0,1.0,0.005999386310577393,"The One and the Only!<br /><br />The only really good description of the punk movement in the LA in the early 80's. Also, the definitive documentary about legendary bands like the Black Flag and the X. Mainstream Americans' repugnant views about this film are absolutely hilarious! How can music be SO diversive in a country of supposed liberty...even 20 years after...find out!<br /><br />",1.0,0.005999386310577393,"The One and the Only!<br /><br />The only really good description of the punk movement in the LA in the early 80's. Also, the definitive documentary about legendary bands like the Black Flag and the X. Mainstream Americans' repugnant views about this film are absolutely hilarious! How can music be SO diversive in a country of supposed liberty...even 20 years after...find out!<br /><br />","Failed"
0.0,1.0,0.0,0.005768001079559326,"Nine minutes of psychedelic, pulsating, often symmetric abstract images, are enough to drive anyone crazy. I did spot a full-frame eye at the start, and later some birds silhouetted against other colors. It was just not my cup of tea. It's about 8½ minutes too long.",0.0,0.005768001079559326,"Nine minutes of psychedelic, pulsating, often symmetric abstract images, are enough to drive anyone crazy. I did spot a full-frame eye at the start, and later some birds silhouetted against other colors. It was just not my cup of tea. It's about 8½ minutes too long.","Failed"
1.0,1.0,1.0,0.0008382797241210938,"This is one of my favorite films of all time. Al Pacino acting is at its best and the story is excellent. Too bad it didn't do to well in the 80's when it was first released because people didn't get a chance to experience this classic.",1.0,0.0008382797241210938,"This is one of my favorite films of all time. Al Pacino acting is at its best and the story is excellent. Too bad it didn't do to well in the 80's when it was first released because people didn't get a chance to experience this classic.","Failed"
1.0,1.0,1.0,0.000711977481842041,"In conception a splendid film, investigating the tensions that occur in family life in the idyllic setting of Galiano Island off the coast of British Columbia, _The Lotus Eaters_ is marred by the fact that it has been packaged as a made-for-TV movie, diminishing itself throughout by the addition of chirpy music over potentially powerful scenes, as if to get ready for the interruption of commercials. A pity, really.",1.0,0.000711977481842041,"In conception a splendid film, investigating the tensions that occur in family life in the idyllic setting of Galiano Island off the coast of British Columbia, _The Lotus Eaters_ is marred by the fact that it has been packaged as a made-for-TV movie, diminishing itself throughout by the addition of chirpy music over potentially powerful scenes, as if to get ready for the interruption of commercials. A pity, really.","Failed"
0.0,1.0,0.0,0.0021727681159973145,"Quite typical for swedish movies of this type. Strange that the acting was soooo bad, these actors usually give a good show. The casting was poorly done, it made you expect something (I won't tell you what). The lead character was awful... I don't know where they find her. Anyway, stay away from this and go see ""Den Tredje Vågen"" instead, this is swedish action in is prime.",0.0,0.0021727681159973145,"Quite typical for swedish movies of this type. Strange that the acting was soooo bad, these actors usually give a good show. The casting was poorly done, it made you expect something (I won't tell you what). The lead character was awful... I don't know where they find her. Anyway, stay away from this and go see ""Den Tredje Vågen"" instead, this is swedish action in is prime.","Failed"
1.0,1.0,1.0,0.013645827770233154,"Fairly funny Jim Carrey vehicle that has him as a News reporter who temporarily gets the power of God and wrecks havoc. Carrey is back in familiar ground here and looks to be having a good time, and Jennifer Aniston as his put upon girlfriend is also charming and affecting. The story is predictible to the extreme but the cast (including Morgan Freeman as ""God"") is great and makes the film worth catching. GRADE: B",1.0,0.013645827770233154,"Fairly funny Jim Carrey vehicle that has him as a News reporter who temporarily gets the power of God and wrecks havoc. Carrey is back in familiar ground here and looks to be having a good time, and Jennifer Aniston as his put upon girlfriend is also charming and affecting. The story is predictible to the extreme but the cast (including Morgan Freeman as ""God"") is great and makes the film worth catching. GRADE: B","Failed"
1.0,1.0,1.0,0.0012962818145751953,"Son In Law didn't do so hot in the box office, but that only means the masses were wrong. This movie is one of the few movies that Pauly Shore really excels in, with some of the funniest lines I've ever heard. Although the ending is sub-par, the antics of Shore carries the movie.",1.0,0.0012962818145751953,"Son In Law didn't do so hot in the box office, but that only means the masses were wrong. This movie is one of the few movies that Pauly Shore really excels in, with some of the funniest lines I've ever heard. Although the ending is sub-par, the antics of Shore carries the movie.","Failed"
1.0,1.0,1.0,0.003285646438598633,"Still funny after all these years. Midnight Madness is good entertainment for all ages. It introduces Michael J Fox as a typical 15 year old trouble maker. Melio and Blaylak are by far the funniest characters in it and Leon is perfectly cast as a wierdo game master. The budding romance between Adam and the girl couldn't have been any cheesier. Fagabeefe!!!!",1.0,0.003285646438598633,"Still funny after all these years. Midnight Madness is good entertainment for all ages. It introduces Michael J Fox as a typical 15 year old trouble maker. Melio and Blaylak are by far the funniest characters in it and Leon is perfectly cast as a wierdo game master. The budding romance between Adam and the girl couldn't have been any cheesier. Fagabeefe!!!!","Failed"
1.0,1.0,1.0,0.016621828079223633,"The largest crowd to ever see a wrestling event in the US took place at Wrestlemania 6. Over 93,000 people showed up to break the Rolling Stones indoor record, and this event didn't disappoint at all. Maybe the biggest match of all time took place as the Immortal Hulk defended his world title against the Ultimate Warrior. There are over 12 matches in all so you get tons of action",1.0,0.016621828079223633,"The largest crowd to ever see a wrestling event in the US took place at Wrestlemania 6. Over 93,000 people showed up to break the Rolling Stones indoor record, and this event didn't disappoint at all. Maybe the biggest match of all time took place as the Immortal Hulk defended his world title against the Ultimate Warrior. There are over 12 matches in all so you get tons of action","Failed"
1.0,1.0,1.0,0.0018796324729919434,"When I started to watch this movie on VH-1 I cringed. The MTV movies were all bad so I wasnt expecting much. But this movie was really good. I liked it a lot. And it even had a twist at the end. See this movie because it shows that Made For TV movies that are good exist.",1.0,0.0018796324729919434,"When I started to watch this movie on VH-1 I cringed. The MTV movies were all bad so I wasnt expecting much. But this movie was really good. I liked it a lot. And it even had a twist at the end. See this movie because it shows that Made For TV movies that are good exist.","Failed"
1.0,1.0,1.0,0.001298069953918457,"A highly atmospheric cheapie, showing great ingenuity in the use of props, sets and effects (fog, lighting, focus) to create an eerie and moody texture. The story is farfetched, the acting is merely functional, but it shows how imaginative effects can develop an entire visual narrative. This movie is recommended for its mood and texture, not for its story.",1.0,0.001298069953918457,"A highly atmospheric cheapie, showing great ingenuity in the use of props, sets and effects (fog, lighting, focus) to create an eerie and moody texture. The story is farfetched, the acting is merely functional, but it shows how imaginative effects can develop an entire visual narrative. This movie is recommended for its mood and texture, not for its story.","Failed"
1.0,1.0,1.0,0.0008878111839294434,"A very enjoyable film that features characters who do bad things and who let emotions like anger and a desire for vengeance bubble over. The cast is very good, there's plenty of action, and Stewart gets the girl and his revenge (with a twist) in the end. I've seen this film several times, and always watch when it's on AMC or cable. Highly recommended...",1.0,0.0008878111839294434,"A very enjoyable film that features characters who do bad things and who let emotions like anger and a desire for vengeance bubble over. The cast is very good, there's plenty of action, and Stewart gets the girl and his revenge (with a twist) in the end. I've seen this film several times, and always watch when it's on AMC or cable. Highly recommended...","Failed"
0.0,1.0,1.0,0.970211386680603,"This movie has a look and feel of many ""Fresh"" directors (closeups and focus on the emotions being experienced by the actors). The point of the film was presented from many angles and expressed well by the relatively inexperienced cast. The point being ""Have faith in Jesus Christ and the Morman Church"" Oh, and if you read or hear anything contrary to the teachings of the Prophet, it is just Haterade. (Fuel for Hatred)",1.0,0.970211386680603,"This movie has a look and feel of many ""Fresh"" directors (closeups and focus on the emotions being experienced by the actors). The point of the film was presented from many angles and expressed well by the relatively inexperienced cast. The point being ""Have faith in Jesus Christ and the Morman Church"" Oh, and if you read or hear anything contrary to the teachings of the Prophet, it is just Haterade. (Fuel for Hatred)","Skipped"
1.0,1.0,1.0,0.0011224150657653809,"Excellent documentary that still manages to shock and enlighten. Unfortunately, times haven't changed much since this was made and it is thus an important piece for all freedom-conscious Americans to see.",1.0,0.0011224150657653809,"Excellent documentary that still manages to shock and enlighten. Unfortunately, times haven't changed much since this was made and it is thus an important piece for all freedom-conscious Americans to see.","Failed"
1.0,1.0,1.0,0.09767121076583862,"The story-line was rather interesting, but the characters were rather flat and at times too extreme in their thoughts/behavior. More extreme than necessary. Also, I think something went wrong in the casting. John Turtorro doesn't really satisfy me playing a semi-autistic chess player, not to speak of the Italian player. Motives weren't very much outlined either.<br /><br />",1.0,0.09767121076583862,"The story-line was rather interesting, but the characters were rather flat and at times too extreme in their thoughts/behavior. More extreme than necessary. Also, I think something went wrong in the casting. John Turtorro doesn't really satisfy me playing a semi-autistic chess player, not to speak of the Italian player. Motives weren't very much outlined either.<br /><br />","Failed"
0.0,1.0,0.0,0.002323329448699951,"it aint bad, but it aint good. it is just entertaining.<br /><br />as a comedy which it is supposed to be, it's dreadful. not many laughs at all as every joke in the movie has been done a million times before.<br /><br />it's a shame as all the actors in the film are great usually, but none of them really do much. and the ending sucks.",0.0,0.002323329448699951,"it aint bad, but it aint good. it is just entertaining.<br /><br />as a comedy which it is supposed to be, it's dreadful. not many laughs at all as every joke in the movie has been done a million times before.<br /><br />it's a shame as all the actors in the film are great usually, but none of them really do much. and the ending sucks.","Failed"
1.0,1.0,1.0,0.0007827281951904297,"This is definitely a girl movie. My husband found it utterly boring, but I think this is a really sweet movie. It's amazing to think that just a note can bring so many people together. This is a great get-away for anyone who loves a cute, funny romance!",1.0,0.0007827281951904297,"This is definitely a girl movie. My husband found it utterly boring, but I think this is a really sweet movie. It's amazing to think that just a note can bring so many people together. This is a great get-away for anyone who loves a cute, funny romance!","Failed"
1.0,1.0,1.0,0.010234057903289795,"If you want a serious laugh pain, watch this movie, and the things Bruce inflicts on his fellow newscaster. The deleted scenes are priceless. I don't know why they didn't include them in the original movie. It can't be because of time, since the movie is only 101 minutes long. Morgan Freeman is a brilliant actor, who has been overlooked for too long. Jim Carrey needs meds!",1.0,0.010234057903289795,"If you want a serious laugh pain, watch this movie, and the things Bruce inflicts on his fellow newscaster. The deleted scenes are priceless. I don't know why they didn't include them in the original movie. It can't be because of time, since the movie is only 101 minutes long. Morgan Freeman is a brilliant actor, who has been overlooked for too long. Jim Carrey needs meds!","Failed"
0.0,1.0,0.0,0.003294646739959717,"Movie didn't have much plot and was uninteresting. Basically you spend a lot of time watching people paint. Also it's very difficult to hear or understand the dialogue -- partially because of the accents, but also because words are mumbled.",0.0,0.003294646739959717,"Movie didn't have much plot and was uninteresting. Basically you spend a lot of time watching people paint. Also it's very difficult to hear or understand the dialogue -- partially because of the accents, but also because words are mumbled.","Failed"
0.0,1.0,0.0,0.0021088719367980957,"First of all, I became dissy after watching this movie for five minutes (cause of the bas screenplay). I don't think this movie has any purpose. It's boring from the first minute to the last. I don't understand why this movie scores so high. I gave it 1/10 but actually it's not more wurth then 0/10.",0.0,0.0021088719367980957,"First of all, I became dissy after watching this movie for five minutes (cause of the bas screenplay). I don't think this movie has any purpose. It's boring from the first minute to the last. I don't understand why this movie scores so high. I gave it 1/10 but actually it's not more wurth then 0/10.","Failed"
1.0,1.0,1.0,0.2039797306060791,"One of those TV films you saw in the seventies that scared the hell out of you when you were a kid but still gives you an eerie feeling. No great actors or expensive production but everytime that phone rings......",1.0,0.2039797306060791,"One of those TV films you saw in the seventies that scared the hell out of you when you were a kid but still gives you an eerie feeling. No great actors or expensive production but everytime that phone rings......","Failed"
1.0,1.0,1.0,0.0015823841094970703,"First-time director Tom Kiesche turns in a winning film in the spirit of cutting, dark comedy. Shot on a shoestring budget, yet had the flavor of the early Coen brother's film Blood Simple ... and throw in some Monty Python flavorings to boot! Needs to seen more than once to appreciate all the elements that carry one scene to the next. Expect more good things to come from this writer-director-actor.",1.0,0.0015823841094970703,"First-time director Tom Kiesche turns in a winning film in the spirit of cutting, dark comedy. Shot on a shoestring budget, yet had the flavor of the early Coen brother's film Blood Simple ... and throw in some Monty Python flavorings to boot! Needs to seen more than once to appreciate all the elements that carry one scene to the next. Expect more good things to come from this writer-director-actor.","Failed"
1.0,1.0,1.0,0.0010507702827453613,"A really realistic, sensible movie by Ramgopal Verma . No stupidity like songs as in other Hindi movies. Class acting by Nana Patekar. <br /><br />Much similarities to real 'encounters'.",1.0,0.0010507702827453613,"A really realistic, sensible movie by Ramgopal Verma . No stupidity like songs as in other Hindi movies. Class acting by Nana Patekar. <br /><br />Much similarities to real 'encounters'.","Failed"
1.0,1.0,1.0,0.0007237792015075684,"Two women, sick of their controlling husbands, taking a vacation in Italy for a month with two other very different women.They come back refreshed and energized in this wonderful little film by Merchant - Ivory.<br /><br />Great scenery and the location isn't bad either. Seriously, a very good period piece 7 of 10",1.0,0.0007237792015075684,"Two women, sick of their controlling husbands, taking a vacation in Italy for a month with two other very different women.They come back refreshed and energized in this wonderful little film by Merchant - Ivory.<br /><br />Great scenery and the location isn't bad either. Seriously, a very good period piece 7 of 10","Failed"
0.0,1.0,0.0,0.001083970069885254,"What a tedious turgid boring mess. This is a classic example of all that is wrong with contemporary English theater & film. About as exciting as a closet full of dirty socks. The very opposite of living film. Only the presence of Joanne Whalley gives it any spark.",0.0,0.001083970069885254,"What a tedious turgid boring mess. This is a classic example of all that is wrong with contemporary English theater & film. About as exciting as a closet full of dirty socks. The very opposite of living film. Only the presence of Joanne Whalley gives it any spark.","Failed"
0.0,1.0,0.0,0.0027184486389160156,"I bought this DVD after seeing it highly ranked here. It's just a short 20 minutes zombie film. Nothing special about it except for the music perhaps.<br /><br />Don't buy it! Not even really worth spending 20 minutes to see it. Only if you're really bored...",0.0,0.0027184486389160156,"I bought this DVD after seeing it highly ranked here. It's just a short 20 minutes zombie film. Nothing special about it except for the music perhaps.<br /><br />Don't buy it! Not even really worth spending 20 minutes to see it. Only if you're really bored...","Failed"
0.0,1.0,0.0,0.0013225674629211426,"I love all his work but this looks like nothing.. sorry.. This looks more like a ""David Lynch copycat"". I think people like it only because ""it's from David Lynch"".",0.0,0.0013225674629211426,"I love all his work but this looks like nothing.. sorry.. This looks more like a ""David Lynch copycat"". I think people like it only because ""it's from David Lynch"".","Failed"
1.0,1.0,1.0,0.0015162825584411621,"If you see this movie, you know you will see an extense video-clip of popular music. But you will find more. Incredible FX, great music and a nice time to enjoy with your kids. If you compare this movie, you have to remember is a pop extravaganza. Clips of ""Man In The Mirror"", ""Leave Me Alone"", ""Smooth Criminal"" and Beatles' ""Come Together"".",1.0,0.0015162825584411621,"If you see this movie, you know you will see an extense video-clip of popular music. But you will find more. Incredible FX, great music and a nice time to enjoy with your kids. If you compare this movie, you have to remember is a pop extravaganza. Clips of ""Man In The Mirror"", ""Leave Me Alone"", ""Smooth Criminal"" and Beatles' ""Come Together"".","Failed"
0.0,1.0,0.0,0.011077642440795898,"This film is really bad,so bad that even Christopher Lee cannot save it.A poor story an even poorer script and just plain bad direction makes this a truly outstanding horror film,the outstanding part being that it is the only horror film that i can honestly say i would never ever watch again.This garbage make Plan nine from outerspace look like oscar material.",0.0,0.011077642440795898,"This film is really bad,so bad that even Christopher Lee cannot save it.A poor story an even poorer script and just plain bad direction makes this a truly outstanding horror film,the outstanding part being that it is the only horror film that i can honestly say i would never ever watch again.This garbage make Plan nine from outerspace look like oscar material.","Failed"
0.0,1.0,0.0,0.0034787654876708984,"Outrageously trashy karate/horror thriller with loads of graphically gory violence and gratuitous nudity, and a thoroughly preposterous and bizarre ""plot"". This is lowbrow and low-grade entertainment that will appeal only to viewers with particularly kinky tastes, but it's kind of cheerfully bad and I must admit that I wasn't actually bored while watching it.... (*1/2)",0.0,0.0034787654876708984,"Outrageously trashy karate/horror thriller with loads of graphically gory violence and gratuitous nudity, and a thoroughly preposterous and bizarre ""plot"". This is lowbrow and low-grade entertainment that will appeal only to viewers with particularly kinky tastes, but it's kind of cheerfully bad and I must admit that I wasn't actually bored while watching it.... (*1/2)","Failed"
0.0,1.0,0.0,0.0006994009017944336,"I hated this movie so much I remember it vividly. It is not even funny. Any movie that relies on unfunny sex jokes and racism humor does not deserve the money it costs to make it. In the first half hour, Rob Schneider drinks a carton of rancid milk. All I could think was ""he deserves it, for making such a bad movie"". Don't waste your time or money on this one.",0.0,0.0006994009017944336,"I hated this movie so much I remember it vividly. It is not even funny. Any movie that relies on unfunny sex jokes and racism humor does not deserve the money it costs to make it. In the first half hour, Rob Schneider drinks a carton of rancid milk. All I could think was ""he deserves it, for making such a bad movie"". Don't waste your time or money on this one.","Failed"
0.0,1.0,0.0,0.023645758628845215,"Well, I am SO glad I watched this on HBO instead of paying for it in the theaters or video store. The movie has some points, but, if you want to make it a worthwhile movie, I suggest that you become what the main characters are called...stoners.<br /><br />2/10",0.0,0.023645758628845215,"Well, I am SO glad I watched this on HBO instead of paying for it in the theaters or video store. The movie has some points, but, if you want to make it a worthwhile movie, I suggest that you become what the main characters are called...stoners.<br /><br />2/10","Failed"
1.0,1.0,1.0,0.0007912516593933105,"Excellent movie, albeit slightly predictable. I have to comment on Nicole Kidmans acting in this movie. Some of her other works haven't shown the amazing talent this woman has, but Birthday Girl doesn't suffer from this in the slightest. Even without words Kidmans acting shines through.",1.0,0.0007912516593933105,"Excellent movie, albeit slightly predictable. I have to comment on Nicole Kidmans acting in this movie. Some of her other works haven't shown the amazing talent this woman has, but Birthday Girl doesn't suffer from this in the slightest. Even without words Kidmans acting shines through.","Failed"
1.0,1.0,1.0,0.000803530216217041,"At last, a great film that doesn't have to be edited for profanity or sex! It's a fun film that the whole family can enjoy. Willis is great, as always. ""Rusty"" was delightful. Just enough action to keep interest going.",1.0,0.000803530216217041,"At last, a great film that doesn't have to be edited for profanity or sex! It's a fun film that the whole family can enjoy. Willis is great, as always. ""Rusty"" was delightful. Just enough action to keep interest going.","Failed"
1.0,1.0,1.0,0.001149296760559082,"This movie is one of the best and moving I have ever seen, because of the terrible good performance of the main actress Jennifer Rubin as Jamie Harris, who really makes you feel with her. Also the music by Mark Snow is wonderful.",1.0,0.001149296760559082,"This movie is one of the best and moving I have ever seen, because of the terrible good performance of the main actress Jennifer Rubin as Jamie Harris, who really makes you feel with her. Also the music by Mark Snow is wonderful.","Failed"
1.0,1.0,1.0,0.0008887648582458496,"I saw this film for the very first time several years ago - and was hooked up in an instant. It is great and much better than J. F. K. cause you always have to think 'Can it happen to me? Can I become a murderer?' You cannot turn of the TV or your VCR without thinking about the plot and the end, which you should'nt miss under any circumstances.",1.0,0.0008887648582458496,"I saw this film for the very first time several years ago - and was hooked up in an instant. It is great and much better than J. F. K. cause you always have to think 'Can it happen to me? Can I become a murderer?' You cannot turn of the TV or your VCR without thinking about the plot and the end, which you should'nt miss under any circumstances.","Failed"
0.0,1.0,0.0,0.0011661648750305176,"I couldn't believe this was the same director as Antonia's Line.<br /><br />This film has it all, a boring plot, disjointed flashbacks, a subplot that has nothing to do with the main plot what so ever, and totally uninteresting characters. It was painful to watch. Soooo, painful.",0.0,0.0011661648750305176,"I couldn't believe this was the same director as Antonia's Line.<br /><br />This film has it all, a boring plot, disjointed flashbacks, a subplot that has nothing to do with the main plot what so ever, and totally uninteresting characters. It was painful to watch. Soooo, painful.","Failed"
1.0,1.0,1.0,0.0006961822509765625,"In the Realm of the Senses is a beautifully filmed, well-written, and splendidly acted film. It tells the haunting story of a woman who kills her husband after falling in love with another man. The ghost of her husband continues to haunt her lond after his murder. This film is really good, anyone interested should definitely check it out.",1.0,0.0006961822509765625,"In the Realm of the Senses is a beautifully filmed, well-written, and splendidly acted film. It tells the haunting story of a woman who kills her husband after falling in love with another man. The ghost of her husband continues to haunt her lond after his murder. This film is really good, anyone interested should definitely check it out.","Failed"
1.0,1.0,1.0,0.00327455997467041,"I happened to leave HBO on last night following Six Feet Under. What ran next has left me speechless. What an incredible piece of work. I don't just recommend this, I MANDATE that you see this. It's better than anything Hollywood could ever ruin. I just hope they never get their hands on it.",1.0,0.00327455997467041,"I happened to leave HBO on last night following Six Feet Under. What ran next has left me speechless. What an incredible piece of work. I don't just recommend this, I MANDATE that you see this. It's better than anything Hollywood could ever ruin. I just hope they never get their hands on it.","Failed"
1.0,1.0,1.0,0.0015434026718139648,"This is certainly a quality movie with a classy cast. As far as movies about Carlos the Jackal go, this one beats Bruce Willis' feeble efforts in 'The Jackal' to a bloody pulp, then spits on them. I am a bit surprised that this movie hasn't attracted more votes, something of a 'sleeper' obviously. A pity because this film is definitely worth a watch. It is clever and never dull. See it, 7/10",1.0,0.0015434026718139648,"This is certainly a quality movie with a classy cast. As far as movies about Carlos the Jackal go, this one beats Bruce Willis' feeble efforts in 'The Jackal' to a bloody pulp, then spits on them. I am a bit surprised that this movie hasn't attracted more votes, something of a 'sleeper' obviously. A pity because this film is definitely worth a watch. It is clever and never dull. See it, 7/10","Failed"
0.0,1.0,0.0,0.001284480094909668,"What can I say after I say the one line summary. Sandra does a credible job but what with the bad direction and story line it can't save it. Way too much pre occupation with guns. How can the Hollywood types rant about the need for gun control in our society and spend so much time and film footage focused on guns?? It's just worse than expected.",0.0,0.001284480094909668,"What can I say after I say the one line summary. Sandra does a credible job but what with the bad direction and story line it can't save it. Way too much pre occupation with guns. How can the Hollywood types rant about the need for gun control in our society and spend so much time and film footage focused on guns?? It's just worse than expected.","Failed"
0.0,1.0,0.0,0.0067713260650634766,"We've all seen this story a hundred times. You can see each plot turn coming a mile away. The relationship between the mother and daughter is way too sweet and understanding to pass for realistic. Janet Mcteer's performance is stock southern hot- ticket mother in vintage clothes. Should have been made for the Lifetime Channel.",0.0,0.0067713260650634766,"We've all seen this story a hundred times. You can see each plot turn coming a mile away. The relationship between the mother and daughter is way too sweet and understanding to pass for realistic. Janet Mcteer's performance is stock southern hot- ticket mother in vintage clothes. Should have been made for the Lifetime Channel.","Failed"
0.0,1.0,0.0,0.0017362236976623535,"Christopher Lee is one of my favorite actors! I'm trying to view all of his work. He has been known to single-handedly save movies with his presence. Unfortunately, this is not one of them. This movie suffers from a low budget and it's production values are disturbing. Please...for the love of Christopher....avoid this film!",0.0,0.0017362236976623535,"Christopher Lee is one of my favorite actors! I'm trying to view all of his work. He has been known to single-handedly save movies with his presence. Unfortunately, this is not one of them. This movie suffers from a low budget and it's production values are disturbing. Please...for the love of Christopher....avoid this film!","Failed"
